content,sentiment
i know takes a lot of present moment awareness and pa will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,sad
i know that ann is still feeling very homesick,sad
i know that feeling awkward and not having friends in a space contributes to this,sad
i know that he hasnt even heard what i was saying so it makes me feel unimpoant to him,sad
i know that i am even more unwohy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,sad
i know that i do not feel repressed or a prisoner by the guidelines of the lds church,sad
i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower,sad
i know that i m going to get my dark chocolate every day and not feel deprived,sad
i know that i should feel some so of melancholy but i don t,sad
i know that i shouldn t let people decide my happiness but damn it feels like i either have to risk my happiness to please other people that s how much i hate this school this school is fucking pathetic and doesn t deserve my time and money,sad
i know that i shouldnt have run around with his diy socks on a stick like a flag for our friends to see no matter how angry or hu i was feeling about the diy laundry that he left me,sad
i know that i was going to feel disheaened afterwards because of an unknown undefinable thing which i cannot attribute to anything at all,sad
i know that if my core perception doesnt shift then no matter how many times i am able to check off something ive gained a friend better health rewarding work i will simply move down my list and find something else to feel needy about,sad
i know that in the feeling lonely isolated teary states i have many that stand with me,sad
i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,sad
i know that its hard cos you might feel helpless or anything but sometimes its something that is beyond what you can do,sad
i know that next time i get feeling all needy and want something no matter how petty i am going to say so,sad
